Bid No,Item Category,Searched Strings,Searched Result,Relevant Categories,Matched Category,Match Label,Match Score
GEM/2026/B/7936195,Lubricating oil for Main Compressor,Lubricating oil for Main Compressor,"Synthetic Compressor Oil, Internal Combustion Engine Crankcase Oils for Automotive Application (V2) Conforming to IS 13656, Narrow Mouth HDPE Drum for Lubricating Oil, Turbine Lubricating Oil as per IS 1012, Screw Compressor, Oil Filter Cartridges, Lubricating Oil for Refrigeration Machinery (V2) Conforming to IS 4578, Gear Lubricants for enclosed Industrial Gear Drives (V2) Conforming to IS 8406, Air Compressor Lubricants - Types DAA and DAB Conforming to IS 13256, Compressor oils Rail Road Service",Compressor oils,Synthetic Compressor Oil,Weak — review,68%
GEM/2026/B/7936133,COVER TO DRG NO. 765-89-CD192,COVER TO DRG NO. 765-89-CD192,"Carton Box as per OFB specification, Cover Paper (V2) Conforming to IS 6956, Mess Tin (Defence), Shoe Covers (Medical Use) ISI Marked to IS 17349, Aluminium Alloy Timer Pulley to Suit the Timer Belt (Defence), Disposable Toilet Seat Cover, Bedsheet and Pillow Cover for Medical Use ISI Marked to 17630, Precast Concrete Manhole Cover and Frame (V3) Conforming to IS 12592, Copper alloy Taps Stop Valves (V2) Conforming to IS 8931, Grease No. 0, Graphited (V2) Conforming to IS 408",Bag Kit Universal (Defence),Cover Paper (V2) Conforming to IS 6956,Weak — review,54%
GEM/2026/B/7912674,Vibration Shaker,Vibration Shaker,"Rotary Shaker, Shaker Incubator, Anti Vibration Table, Sieve Shaker, Cocktail Shaker, Reciprocal Shakers - Mechanical Shaker Machine with Timer, Gym Shaker, Orbital Shaker (FSSAI), Nebulizer (V2), See Saw Shaker",Rotary Shaker Shaker Incubator Anti Vibration Table,Rotary Shaker,Weak — review,72%
GEM/2026/B/7910777,"Mid Back Revolving Chair , High Back Revolving Chair",High Back Revolving Chair,"Revolving Chair (V5), Counter Seat (Chair or Stool) (V2), High-end Office Furniture Set (V2), Chair for General Purpose, Watermist and Caf Fire Extinguisher High Pressure Backpack Type (V3), Enterprise Tape Library, Auditorium Chair (V2), Plastic Stool (V2), Object Storage System (Appliance), Electrostatic Discharge Chairs (V2)",Revolving Chair (V5),Revolving Chair (V5),Weak — review,74%
GEM/2026/B/7883400,"HOR. END SUCTION PUMP MODEL DB 125 26 MOC: CASING&IMPELLER-C-I, SHAFT-CS, GLAND PACK MAKE: KIRLOSKAR","HORIZONTAL END SUCTION PUMP, MODEL: DB 125 26, MOC: CASING-CI, IMPELLER-C-I, SHAFT-CS, GLAND PACK, MAKE: KIRLOSKAR",Category not available on GeM for the text string uploaded by the buyer,End Suction Pump,End Suction Pump,Weak — review,72%
GEM/2026/B/7855717,Digital podium with PC,DIGITAL PODIUM WITH PC,"Electronic Lectern System, Micro Semi-Micro Analytical weighing balance, Interactive Panels with CPU, All in One PC (V2), Digital Grounding System with Equipment Protection, DSLR Mounted Digital Microscope, Wooden Podium, Soldering and Desoldering Station with digital display, SMART CLASS EQUIPMENT WITH DIGITAL CONTENTS SOFTWARE, Digital Fibre Fineness Tester - Micronaire (Textile)",Audio Amplifier (V3) Entry and Mid Level Desktop Computer Electronic Lectern System,Wooden Podium,Weak — review,61%
GEM/2026/B/7802361,"ROPE POLYPROPYLENE 3 STRAND H L, CIRC 19.5MM, DIA 6MM-N4020-000303 , ROPE PP 3 STRAND DIA 4MM-N4020- 000302 , ROPE PP 3 STRAND DIA 8MM-N4020-000304",ROPE PP 3 STRAND DIA 8MM,"Fiber Rope (Polypropylene) ISI marked to IS 5175, Nylon Rope as per IS 4572, Reverse Osmosis based Point of Use Water Treatment System for Drinking Purposes (V3) as per IS 16240, PTFE Graphite yarn reinforced with Synthetic fibre Gland rope, PP Plastic Woven Non - Laminated Bags (for Seed Packaging) (V2), Wire rope slings and sling legs (V3) conforming to IS 2762",Nylon Rope as per IS 4572,Fiber Rope (Polypropylene) ISI marked to IS 5175,Weak — review,66%
GEM/2026/B/7936158,Power Amplifier for SHM,Power Amplifier For SHM,"Audio Amplifier (V3), Electric Trap for insects (UV based Electric Zappers), Audio Amplifier (V3) (under BIS Scheme - II), Life Jacket as per IS 6685, Power Cord For Computer (V2), Solar Power Plant (Roof Top) for ONGRID System, Three Phase (V2), Power Spray Machine for Disinfection Purpose, Power Bank for Mobile and Laptops (V2), Porcelain Insulators For Overhead Power Lines with Nominal Voltage Greater Than 1000 V Conforming To IS 731, Power Control Center (PCC) Panel for Power Distribution",Audio Amplifier (V3),Power Transducer,Weak — review,42%
GEM/2026/B/7907930,"SUPPLY, INSTALLATION & COMMISSIONING OF PLC AND SCADA",PLC And SCADA,"Supervisory Control and Data Acquisition (SCADA) Lab Kit, Entry and Mid Level Desktop Computer, Programmable Logic Controller (PLC), Laboratory Incubators, SNP PLC Programming Cable, Modular Table Meeting Table Centre Table (V2), PLC based fire alarm system, Air Permeability Tester (Textile), Programmable Logic Controller Trainer Kit, XLPE Cable for Working Voltage up to and Including 1.1 KV Marked To IS 7098 (Part 1)",Programmable Logic Controller (PLC) Supervisory Control and Data Acquisition (SCADA) Lab Kit,Supervisory Control and Data Acquisition (SCADA) Lab Kit,Weak — review,61%
GEM/2026/B/7930992,SUB ASSY SECTION FILTER SECOND 54.05. 15CB-1ACB,SUB ASSY SECTION FILTER SECOND 54.05.15CB-1ACB,Category not available on GeM for the text string uploaded by the buyer,Tank Mule MK-4 (Defence),Bag filter,Weak — review,49%
GEM/2026/B/7930865,SUB ASSY. FILTER FIRST SECTION 54.05. 14CBACB,SUB ASSY. FILTER FIRST SECTION 54.05.14CBACB,Category not available on GeM for the text string uploaded by the buyer,Tank Mule MK-4 (Defence),Bag filter,Weak — review,51%
GEM/2026/B/7925424,FAN COVER TO DRG NO. 20-09-24-5(AS PER DRAWINGS AND SPECIFICATIONS),FAN COVER TO DRG NO. 20-09-24-5,"Non Modular Piano Type Domestic Fan Regulator Conforming To IS 11037 (V2), Steel Sockets confirming to IS 1239 (Part 2), Carton Box as per OFB specification, Polypropylene Spun Bonded Non - Woven Crop Cover Fabric for Agricultural and Horticultural Applications conforming to IS 16718, Shirt Disposable Cotton Voile For Special Clothing Personnel Related To Special Platform as per Indian Navy speciifcations, Trouser Disposable Cotton Voile for Special Clothing Personnel Related to Special Platform, Needle Punched Nonwoven Geobags For Coastal And Waterways Protection ISI Marked to IS 16653, Tower Bolts (Non-Ferrous Metals) V2 as per IS 204, Non Sparking Adjustable Wrench (V2), Non Sparking Ring Slugging Spanners (V2)",Diesel Engine as per IS 10001,Induction Motor Fan Cover,Weak — review,63%
GEM/2026/B/7933079,EXECUTION OF WORKS AT KAMALASAMESWARA SWAMY TEMPE AT PUSHPAGIRI YSR KADAPA DISTRICT,"EXECUTION OF WORKS AND MATERIALS SUPPLY AT KAMALASAMVESWARA SWAMY TEMPLE, PUSHPAGIRI (HAMLET OF KOTLURU), YSR KADAPA",Category not available on GeM for the text string uploaded by the buyer,Sharping Stone,Blacksmith (लोहार) Toolkit under the Vishwakarma Shram Samman Yojana,Weak — review,44%
GEM/2026/B/7933228,MAINTENANCE WORKS AT ANCIENT BUILDINGS THEREIN AT SIDDHOUT KADAPA,"EXECUTION OF WORK AND MATERIALS SUPPLY AT ANCIENT BUILDINGS THERE IN ,SIDDHOUT, YSR KADAPA",Category not available on GeM for the text string uploaded by the buyer,Butachlor 50% Emulsion in Water(EW),Tool kit for Patchwork with Applique Work and Zari Patchwork – Rampur - under ODOP Scheme of Govt. of Uttar Pradesh,Weak — review,47%
GEM/2026/B/7933206,"MAINTENANCE WORKS AT SIVAKESAVA SWAMY TEMPLE, PUSHPAGIRI",EXECUTION OF WORK AND MATERIALS SUPPLY AT SIVAKESAVA SWAMY TEMPLE PUSHPAGIRI (HAMLET OF KOTLURU) YSR KADAPA,Category not available on GeM for the text string uploaded by the buyer,PVC Insulated Unsheathed Cable with Flexible Conductor ISI Marked To IS 694,Vehicle Servicing and Repairing Kit (Gujarat Govt),Weak — review,47%
GEM/2026/B/7933176,"MAINTENANCE WORKS AT VISWANATHA SWAMY TEMPLE, SIVALAPALLI","EXECUTION OF WORKS AND MATERIALS SUPPLY AT VISWANATHA SWAMY TEMPLE, SIVALAPPALI, YSR KADAPA DISTRICT",Category not available on GeM for the text string uploaded by the buyer,Grill Gate,Temples (Bamboo),Weak — review,48%
GEM/2026/B/7933156,EXECUTION OF WORK AT TRIKOTESWARA SWAMY TEMPLE PUSHPAGIRI,"EXECUTION OF WORK AND MATERIALS SUPPLY AT TRIKOTESWARA SWAMY TEMPLE, PUSHPAGIRI (HAMLET OF KOTLURU), YSR KADAPA",Category not available on GeM for the text string uploaded by the buyer,LED Tube Light (Retrofit Type),Blacksmith (लोहार) Toolkit under the Vishwakarma Shram Samman Yojana,Weak — review,38%
GEM/2026/B/7933125,EXECUTION OF WORK AT VAIDYANADHASWAMY TEMPLE PUSHPAGIRI,"EXECUTION OF WORK AND MATERIALS SUPPLY AT VAIDYANADHASWAMY TEMPLE, PUSHPAGIRI(HAMLET OF KOTLURU) , YSR KADAPA",Category not available on GeM for the text string uploaded by the buyer,Pipe saddles,Blacksmith (लोहार) Toolkit under the Vishwakarma Shram Samman Yojana,Weak — review,38%
GEM/2026/B/7933258,"MAINTENANCE WORKS AT SAUMYANATHA SWAMY TEMPLE, NANDALURU","EXECUTION OF WORK AND MATERIALS SUPPLY AT SAUMYANATHA TEMPLE, NANDALUR, YSR KADAPA",Category not available on GeM for the text string uploaded by the buyer,Pipe Clips,Temples (Bamboo),Weak — review,48%
GEM/2026/B/7933290,SUBMERSIBLE MOTOR WORKS TO INDHRANADESWARA SWAMY TEMPLE PUSHPAGIRI,"EXECUTION OF WORK AND MATERIALS SUPPLY AT INDRANADESWARA SWAMY TEMPLE PUSHPAGIRI, YSR KADAPA",Category not available on GeM for the text string uploaded by the buyer,Hydraulic Motors,Hydraulic Motors,Weak — review,52%
GEM/2026/B/7933277,"MAINTENANCE WORK AT RAGHAVESWARA SWAMY TEMPLE, PUSHPAGIRI","EXECUTION OF WORK AND MATERIAL SUPPLY AT RAGHAVESWARA SWAMY TEMPLE, PUSHPAGIRI, YSR KADAPA",Category not available on GeM for the text string uploaded by the buyer,Sharping Stone,Vehicle Servicing and Repairing Kit (Gujarat Govt),Weak — review,44%
GEM/2026/B/7933317,ELECTRIFICATION AND MAINTENANCE WORK AT BHEEMESWARA SWAMY TEMPLE PUSHPAGIRI,"EXECUTION OF WORK AND MATERIALS SUPPLY TO BHEEMESWARA SWAMY TEMPLE , PUSHPAGIRI, YSR KADAPA",Category not available on GeM for the text string uploaded by the buyer,Ribbon Blender Mixer,Electrical Workbench,Weak — review,42%
GEM/2026/B/7924426,HOSE (FROM OILPUMP TO COC) TO DRG NO. CQA(HV) 507- 725E(AS PER DRAWINGS AND SPECIFICATIONS),HOSE (FROM OILPUMP TO COC) TO DRG NO. CQA(HV)507- 725E,Carton Box as per OFB specification,Diesel Engine as per IS 10001,Hydraulic Hose,Weak — review,54%
GEM/2026/B/7936425,Programmable Strip Cutter,Programmable Strip Cutter,"Programmable Logic Controller (PLC), Programmable Paper Cutting Machine, Rolled Copper and Copper Alloy Sheet, Strip and Foil, Electrician Scissor, Vegetable Cutter, EFF Strip, Heavy Duty Curtains - Panchakarma, Packing Strip, Pliers, Pincers and Nippers as per IS 2615, IS 11526, Programmable Logic Controller Trainer Kit",Electrical Workbench,Programmable Paper Cutting Machine,Weak — review,68%
GEM/2026/B/7936389,Soldering tweezer unit (Goot XST- 80G),Soldering tweezer unit (Goot XST- 80G),Category not available on GeM for the text string uploaded by the buyer,Fume extraction unit for filteration of soldering fumes SMD Rework Station,Soft Solder - IS 193,Weak — review,52%
GEM/2026/B/7936272,"200 NB BUTTERFLY VALVE, MODEL-44 WAFER TYPE (CONCENTRIC DESIGN) GEAR OPERATED , 200 NB PNEUMATIC OPERATED BUTTERFLY VALVE, MODEL-44 WAFER TYPE (CONCENTRIC DESIGN) WITHOUT ACTUATOR , 150 NB PNEUMATIC OPERATED BUTTERFLY VALVE, MODEL- 12 WAFER TYPE (CONCENTRIC DESIGN) WITHOUT ACTUATOR","150 NB PNEUMATIC OPERATED BUTTERFLY VALVE, MODEL- 12 WAFER TYPE (CONCENTRIC DESIGN) WITHOUT ACTUATOR",Category not available on GeM for the text string uploaded by the buyer,Control Valve Pneumatic,Butterfly Valves (V2) as per IS 13095,Weak — review,54%
GEM/2026/B/7936218,SUPPLY OF CERAMIC GUN BARREL FOR ZOP AS PER D-NO- CH-MEC-D-624,CERAMIC GUNBARREL AS PER DRAWING,"Radiator as per Drawing (BHEL), Microscopes - Pathological and Research as per IS 4381, IS 5204, IS 4381, IS 5204, Armature as per Drawing (BHEL), Ceramic fiber cloth (RINL), Drawing Pins (V3) as per IS 5205, Sheeting, Tickings and Bedsheets (V2) as per IS 175, Ceramic Fibre Blanket Insulation as per IS 15402, socks, Shaft and Shaft Assembly as per Drawing (RCF), V - Belts - Endless V - Belt for Industrial Purposes as per IS 2494",Ceramic fiber cloth (RINL),Beret Cap as per MHA Specifications,Weak — review,40%
GEM/2026/B/7900087,PROCUREMENT OF PYROTECHNIC FOR BIRD WILDLIFE SCARING,PROCUREMENT OF PYROTECHNIC FOR BIRD WILDLIFE SCARING,"Common Salt For Chemical Industries (V2) Conforming to IS 797, Puzzles for Kids (V3)",Birds and Animal Scare Cannon Gun,Birds and Animal Scare Cannon Gun,Weak — review,56%
GEM/2026/B/7723839,Procurement of Steel Racks at Galley and RU Stores,PROCUREMENT OF STEEL RACKS AT GALLEY AND RU STORES,Category not available on GeM for the text string uploaded by the buyer,Metal Shelving Racks (Adjustable Type) conforming To Is 1883 (V2),KITCHEN STORAGE RACKS (various type),Weak — review,58%
GEM/2026/B/7925993,"HP Durapol Eco rHDGB015 (PCR- GPBM) , HP Durapol Eco rHDMB003 (PCR- MBM) , HP Durapol Eco rHDLB001 (PCR- LBM) , HP Durapol Eco rHDP003 (PCR-Pipe)",HP Durapol Eco rHDP003 (PCR-Pipe),Category not available on GeM for the text string uploaded by the buyer,XC Polymer (ONGC),Hasps and Staples as per IS 363,Weak — review,40%
GEM/2026/B/7933983,Procurement of Hot Oil Steam Protection suit,Hot Oil Steam Protection suit,"Endpoint Protection Platform (EPP), Bee Protective Suit Dress, Manual Aerosol Fire - Extinguisher, Fire Fighting Suit (Set), Rain Suit, Scrub Suit, Protective Work Wear (Trouser)",Protective Work Wear (Trouser),Boiler Suit (NPCIL),Weak — review,48%
GEM/2026/B/7934488,MULTI CHANNEL FLUORESCENT DETECTOR,Multi channel fluorescent detector,"Multi Gas Detector (V1), Manual Single Channel Air Displacement Pipetters Or Micropipette (V2), Digital UHF Repeater Sets as per MHA QR (V2), Explosives Narcotics Trace Detector",HPLC Columns (High pressure liquid chromatography),Fluorescence Spectrometer,Weak — review,56%
GEM/2026/B/7808686,"Supply, Installation and commissioning of Signle Stage Air Cooled Rotary Screw Compressor complete a","Supply, Installation and commissioning of Signle Stage Air Cooled Rotary Screw Compressor complete along with motor, Base Frame, Air Dryer, Accessories and Essential spares as per Technical specification sheet. (Annexure - A,B&C)",Category not available on GeM for the text string uploaded by the buyer,Screw Compressor,Screw Compressor,Weak — review,65%
GEM/2026/B/7907168,Destructive Compressometer System,Destructive Compressometer System,"Hand Held Wireless Real Time Viewing System as per MHA QR, Reverse Osmosis based Water Treatment System above 50 LPH Capacity (V2), Computed Radiography System (CR System), sonicator System, Revolving Chair (V5), Uroflowmetry System, Portable or Mobile Surface Roughness Tester, Water Purification System with UV (Ultra- Violet Process) or UV (Ultra-Violet Process)+UF (Ultra- Filtration Process) (V2), Student Response System, Green Waste Reprocessor (Automatic Semi Automatic)",Uroflowmetry System,Pressure Calibrator,Weak — review,55%
GEM/2026/B/7931491,AMC of VRV VRF air conditioning systems,AMC of VRV VRF air conditioning systems,"ANNUAL MAINTENANCE SERVICE FOR Centralised air conditioning system, Annual Maintenance service-AIR CONDITIONER, Operation And Maintenance Of HVAC System (Heating, Ventilation And Air Conditioning System)",Multiple Split System Air Conditioners and Air to Air Heat Pumps (VRF Air Conditioners) Conforming to IS 18728,Multiple Split System Air Conditioners and Air to Air Heat Pumps (VRF Air Conditioners) Conforming to IS 18728,Weak — review,62%
GEM/2026/B/7934129,"Natural Surface Football ground with long Axis 105m and Short Axis 68m , Goal Post 7.32 x 2.44m with nylon nets , Flexible PVC Pole with Corner Flag , Sprinkle System with Allied Accessories , Digital Score board sixe 4' x 3' LED LCD with iron frame , Player Bench of Ten Capacity on both side with shades using stainless steeel metallic pipe , Floodlights 300W , Pole for Floodlights , Football , Assistant Referee Flag , Red and Yellow Card",Red and Yellow Card,"Information Record - Card Booklet (V2), Cotton Towelling And Towels Conforming To IS 7056 (V4), Memory Card Reader (V2), Red Sand Stone Tiles and Slabs from Dholpur - ODOP, Add on Cards and Accessories for PABX System, Books and Flash Cards (By ICDS Bihar), Tent Card, Writing Pens, Cyber Range and Cybersecurity Simulation Platform, Gel Card Incubator",FTA Card,Multi Sport Goal Post (V2),Weak — review,49%
GEM/2026/B/7928474,"DRUM RH 175.40. 017-1 OP110 PL , DRUM LH 175.40. 018-1 OP110 PL",DRUM LH 175.40. 018-1 OP110 PL,"Coke drum chute wear abrasive plate, Rapid Test Kit for HIV Syphilis Hepatitis B Virus (HBV) Hepatitis C Virus (HCV), Aerobic Drum Compost Plant of 10 TPD capacity with Sieving Trommel, Toner Cartridges Ink Cartridges Consumables for Printers, Drums large, fixed ends, Grade A ISI Marked to IS 1783 Part 1, Sports Mats (V2), Fruit Plants (V2), Digital UHF Repeater Sets as per MHA QR (V2)",Drum Dollies,"Drums large, fixed ends, Grade B  ISI Marked to IS 1783 Part 2",Weak — review,65%
GEM/2026/B/7930252,HOSE CONNECTION ASSY CQA(HV) 5.31. 005,HOSE CONNECTION ASSY CQA(HV) 5.31.005,Connector Pipes for Washbasins Sinks Geyser,Tank Mule MK-4 (Defence),Radiator Hose as per IS 2765,Weak — review,58%
GEM/2026/B/7930042,CABLE ASSY 172.83. 098CB,CABLE ASSY 172.83.098CB,"RELAY FRAME ASSY.,MCC FRAME ASSY., D.P.LATCH FRAME ASSY (203BS43) (BHEL), PIPE AND CABLE LOCATOR ROUTE TRACER, Electric cables for photovoltaic (PV) systems for rated voltage 1500 Volt d.c. ISI Marked to IS 17293, Terminal Ends for Aluminium Conductors of Insulated Cables (Compression Cable Lugs) Conforming To IS 8309, Cable Tie (V2), Electrical Cable Lugs, Flamproof Cable Gland, Cable network tester, FTTH Drop Cable, Copper Cable Analyser",Tank Mule MK-4 (Defence),Signal/ Triad  Cable,Weak — review,54%
